NAME	DESCRIPTION	SP-IR-P35-1	SP-IR-P35-2	SP-IR-P35-3	SP-IR-P35-4	SP-IR-P35-5	SP-IR-P35-6	MI-P35-1	MI-P35-2	MI-P35-3	MI-P35-4	MI-P35-5	MI-P35-6
SIMC1	na	0.241540967	0.308397637	0.275674312	0.286015412	0.274512994	0.274512994	0.304115223	0.311436418	0.295532801	0.27783152	0.264736016	0.28151321
THOC3	na	0.06492563	0.054481838	0.06629629	0.047697889	0.057342459	0.057342459	0.014595355	0.027550321	0.030233481	0.028772278	0.032464478	0.02578827
CPLX2	na	0.006396412	0.006617803	0.005543911	0.009557321	0.00622914	0.00622914	0.000557448	0.001123191	0.002448454	0	0	0
HRH2	na	0.000909188	0.010311877	0.009443106	0.006386822	0.00140182	0.00140182	0.002646657	0.000967652	0.003722555	0.0058073	0.003837056	0.005958599
SFXN1	na	0.107311896	0.108588731	0.12784443	0.125402801	0.107045347	0.107045347	0.073566404	0.064964022	0.089473951	0.06147865	0.067731606	0.084801246
FCHO2	na	0.76497005	0.740289375	0.651142551	0.771606784	0.667935304	0.667935304	0.607008979	0.647729499	0.607072233	0.580310765	0.712960579	0.648489491
RF00412.1	na	0.002547457	0.001273871	0	0	0.000578876	0.000578876	0	0	0	0	0	0
ENSSSCG00000039705	na	0.033199928	0.041069726	0.047328914	0.032280152	0.029684211	0.029684211	0.039414185	0.029615275	0.035030161	0.02259096	0.031111286	0.026151886
TMEM171	na	0	0	0	0	0	0	0	0	0	0	0	0
TMEM174	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000035882	na	0	0	0	0	0	0	0	0	0	0	0	0
FOXD1	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000035865	na	0.140834788	0.168165421	0.158054905	0.165438225	0.178484733	0.178484733	0.122470662	0.153744113	0.159219926	0.123415415	0.137325895	0.121669045
ENSSSCG00000014071	na	0.145476173	0.178893424	0.138066718	0.154983334	0.17754931	0.17754931	0.238811481	0.246759258	0.234675107	0.240964925	0.219870328	0.254725295
ANKRA2	na	0.073960203	0.050595012	0.067656088	0.08756744	0.074173528	0.074173528	0.092070888	0.078849056	0.091075649	0.072150387	0.091051274	0.096644041
UTP15	na	0.061238301	0.088950978	0.064151456	0.071280216	0.054243978	0.054243978	0.056540078	0.058612347	0.04474081	0.039928187	0.062854649	0.065798773
ARHGEF28	na	4.060115273	4.000948568	3.948837418	4.090087103	4.00403767	4.00403767	2.964176287	2.930032757	2.863117195	2.833369224	3.01974856	3.048739176
ENSSSCG00000033215	na	0.016733595	0.008752334	0.002841548	0.006295784	0.004715773	0.004715773	0.005376602	0.015527524	0.008347526	0.013832137	0.014595007	0.00493762
ENSSSCG00000040250	na	0.005769656	0.010967362	0.005628184	0.008488094	0.004113939	0.004113939	0.009455852	0.018292094	0.020922476	0.021899656	0.014930646	0.017228676
ENC1	na	0.013452538	0.008666198	0.004082134	0.000607808	0.002786895	0.002786895	0.006089482	0.001320038	0.004974515	0.00244451	0.002044088	0
ENSSSCG00000037047	na	0	0	0	0	0	0	0	0	0	0	0	0
HEXB	na	0.057818859	0.053195919	0.033251379	0.042717771	0.035901778	0.035901778	0.029147359	0.033545405	0.047356982	0.036268616	0.043832504	0.017924586
GFM2	na	0.142059654	0.144633823	0.162147845	0.172818042	0.17058685	0.17058685	0.104413395	0.137071224	0.12993595	0.131057525	0.113474258	0.134723637
ENSSSCG00000014075	na	0.026406326	0.037854558	0.025311913	0.026450686	0.024423759	0.024423759	0.041534696	0.049190655	0.051102377	0.059590295	0.054340396	0.048521548
FAM169A	na	0.008984155	0.009989946	0.013448438	0.010221908	0.0156491	0.0156491	0.026077569	0.036433397	0.029153715	0.026588976	0.020754338	0.016147318
ENSSSCG00000032139	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00156.17	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00026.265	na	0	0	0	0	0	0	0	0	0	0	0	0
GCNT4	na	0.00351817	0.00699358	0.000979173	0.001389269	0.012633447	0.012633447	0.017588623	0.004441012	0.008966713	0.006153679	0.005597887	0.008083515
ENSSSCG00000014079	na	0.001715479	0.00101247	0.00189825	0.00101247	0.000681487	0.000681487	0.002074054	0.004209179	0.005220236	0.004263938	0.005491152	0.008089036
ENSSSCG00000014078	na	0	0	0	0	0	0	0	0	0	0	0	0
HMGCR	na	0.059521675	0.054837471	0.073135903	0.084538537	0.06022249	0.06022249	0.048060839	0.033679455	0.045426743	0.033446563	0.043149255	0.057473955
COL4A3BP	na	0.907116829	0.947042796	0.955636432	0.921462961	0.949126736	0.949126736	0.962182008	0.941132629	0.857832816	0.874589242	0.900362253	0.896394246
POLK	na	0.493124852	0.579762258	0.520795504	0.529340642	0.541146557	0.541146557	0.514381362	0.552864963	0.520818712	0.502842355	0.505277216	0.491489779
RF00001.44	na	0	0	0	0	0	0	0	0	0	0	0	0
ANKDD1B	na	0.041254715	0.034279144	0.045324015	0.033795532	0.042564273	0.042564273	0	0	0	0	0	0
POC5	na	0.295796642	0.297491548	0.279620464	0.282409397	0.290172841	0.290172841	0.113786507	0.104255087	0.105864068	0.118498733	0.120388905	0.115851403
SV2C	na	0.006887968	0.018924581	0.013140956	0.008467318	0.012415416	0.012415416	0.009757352	0.007383568	0.009384768	0.005628579	0.016129251	0.004961502
ENSSSCG00000018710	na	0	0	0	0	0	0	0	0	0	0	0	0
IQGAP2	na	0.098505097	0.09860218	0.121179975	0.16647051	0.142649716	0.142649716	0.066430834	0.057063229	0.075755025	0.048649354	0.070862878	0.052493421
F2RL2	na	0.005990365	0.0181524	0.01011413	0.003384411	0.00639616	0.00639616	0	0.003549625	0.001442459	0.004492638	0	0.00289681
F2R	na	0.016971181	0.02056572	0.019159009	0.018346686	0.008321147	0.008321147	0.009687969	0.008840826	0.010663098	0.010418695	0.003643609	0.00909012
F2RL1	na	0	0	0	0	0	0	0.001566395	0.005376632	0.004584586	0.002000585	0.004921927	0.007003991
S100Z	na	0	0	0	0	0	0	0	0	0	0	0	0
CRHBP	na	0.000537401	0.00262576	0	0.000537401	0.001005263	0.001005263	0.001584283	0.000715612	0.001378564	0	0	0.000798843
ENSSSCG00000014094	na	0.334995056	0.304463449	0.3333582	0.353036568	0.335311329	0.335311329	0.300146461	0.269403677	0.300151481	0.273129915	0.233171485	0.249577558
ZBED3	na	0	0	0	0	0	0	0	0	0	0	0	0
RF01234	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000032823	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000014097	na	0.022483015	0.046652096	0.042020263	0.025431955	0.038470444	0.038470444	0.026642997	0.023909318	0.026435752	0.038847012	0.051437422	0.02671745
ENSSSCG00000014096	na	0.009059187	0.002694304	0.000491398	0.002210895	0.001496519	0.001496519	0.000485774	0	0.002765171	0	0	0.000341255
ENSSSCG00000032329	na	0.000451676	0.000558042	0.001846197	0.001671296	0.001060247	0.001060247	0	0.000656001	0.001514302	0.001719202	0.001719202	0.001873128
WDR41	na	0.254290311	0.272864939	0.268642055	0.255206102	0.243952584	0.243952584	0.285962352	0.295189045	0.228230549	0.26031345	0.270720913	0.271955637
ENSSSCG00000036930	na	0	0	0	0	0	0	0	0	0	0	0	0
OTP	na	0	0	0	0	0	0	0	0	0	0	0	0
TBCA	na	0.469692507	0.517337989	0.524953547	0.517688519	0.553691178	0.553691178	0.586240543	0.511327707	0.572638687	0.581462865	0.557140757	0.551442817
ENSSSCG00000038115	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000034241	na	0	0	0	0	0	0	0	0	0	0	0	0
AP3B1	na	0.73959432	0.745048435	0.638757272	0.718151622	0.723313706	0.723313706	0.540208246	0.523959336	0.497047225	0.541796253	0.504072152	0.514366404
SCAMP1	na	0.322781729	0.300680382	0.274247988	0.345625786	0.299423071	0.299423071	0.246759191	0.214262112	0.240311271	0.185379379	0.239694291	0.23899775
LHFPL2	na	0.723388943	0.835888226	0.779649091	0.865655047	0.826023475	0.826023475	1.006847062	1.055965211	1.069255758	1.013585086	1.03228499	0.927639995
ARSB	na	0.017770396	0.050509702	0.038644837	0.040917301	0.02454482	0.02454482	0.020434275	0.018309729	0.012439682	0.034693598	0.018675606	0.021568823
ENSSSCG00000037037	na	0.011549962	0.002331946	0.009299159	0.013785579	0.002754611	0.002754611	0.012047799	0.012089631	0.014373191	0.011212869	0.007286128	0.017430733
DMGDH	na	0	0	0	0.00077724	0	0	0.042055429	0.039025684	0.032751748	0.063075594	0.048666043	0.041109801
BHMT2	na	0	0	0	0	0	0	0	0	0.001159387	0	0.002528063	0
BHMT	na	0	0	0	0	0	0	0.00260754	0	0.002787286	0	0.001881539	0.001633343
JMY	na	0.344953365	0.352944402	0.37802509	0.342938606	0.333692664	0.333692664	0.563487395	0.597622935	0.626335694	0.521104332	0.604297047	0.570456255
ENSSSCG00000035974	na	0	0	0	0	0	0	0	0	0	0	0	0
HOMER1	na	2.880175427	2.741337338	2.827288552	2.781952102	2.764393677	2.764393677	2.962912325	2.880503331	2.859155622	2.860478002	2.785634351	2.899659581
TENT2	na	0.844732396	0.781307756	0.820826369	0.843490857	0.784070721	0.784070721	0.85996654	0.912209731	0.839499671	0.762233166	0.867557045	0.881470072
CMYA5	na	3.991043987	4.080056234	3.969982035	4.000943159	4.038691292	4.038691292	0.148745735	0.173375077	0.171298296	0.129406735	0.128100547	0.127958271
MTX3	na	0.027261872	0.053749618	0.048421982	0.042840607	0.043084419	0.043084419	0.037999587	0.03951656	0.043126293	0.031475981	0.036888729	0.03573428
THBS4	na	0.12835628	0.112329634	0.122253981	0.109911413	0.159766045	0.159766045	0.032882991	0.026543375	0.025063306	0.036396777	0.029681674	0.035142676
SERINC5	na	0.777522936	0.726318447	0.734298687	0.769011455	0.77560443	0.77560443	0.753243977	0.616586552	0.656014075	0.721386556	0.668535612	0.675222195
ENSSSCG00000032471	na	0.001022457	0.000472414	0.00193314	0.000423657	0.001022457	0.001022457	0	0	0	0	0	0
RF00003.11	na	0.000932827	0.000932827	0	0	0	0	0	0	0	0	0	0
SPZ1	na	0.000383728	0	0.000383728	0	0	0	0	0	0	0	0	0
ZFYVE16	na	0.785462616	0.724486616	0.767424661	0.736749104	0.858667044	0.858667044	0.641579357	0.645857521	0.645148681	0.628954768	0.655190503	0.595788198
FAM151B	na	0.100968838	0.103737426	0.088087533	0.098785436	0.110369858	0.110369858	0.101342575	0.113028429	0.123431379	0.091501751	0.105213186	0.098515123
ANKRD34B	na	0.002453804	0.003194496	0.003272811	0.001908812	0.005935687	0.005935687	0.004761765	0.008845621	0.004544101	0.002121306	0.007616704	0.006822618
ENSSSCG00000031117	na	0.099153519	0.098167949	0.123301194	0.113213663	0.103303199	0.103303199	0.100214809	0.108211286	0.098834844	0.102724698	0.088335053	0.072935595
ENSSSCG00000034750	na	0.002379822	0.002968413	0.002309978	0.005824869	0.003907351	0.003907351	0.000913917	0	0.000839289	0.002510352	0.000913917	0
MSH3	na	0.635460951	0.617658633	0.588819539	0.635946547	0.630780546	0.630780546	0.441262551	0.424097209	0.437203827	0.44090329	0.466933446	0.438451409
ENSSSCG00000022059	na	0.002556442	0.006430084	0.004849748	0.006714372	0.005010949	0.005010949	0.008830529	0.001972767	0.001384746	0.00201026	0	0.002711972
RASGRF2	na	0.049291413	0.046170303	0.048874689	0.045378598	0.024059982	0.024059982	0.027159007	0.021672053	0.02077204	0.035213372	0.041191541	0.030359142
CKMT2	na	1.211150214	1.198155614	1.237140469	1.191653778	1.219036821	1.219036821	1.408611772	1.435105391	1.402355693	1.554404495	1.505794695	1.483482926
ZCCHC9	na	0.057610313	0.04865952	0.054164587	0.061823417	0.06204164	0.06204164	0.069359078	0.052631073	0.063652886	0.078105277	0.078702911	0.053915842
ACOT12	na	0.007669586	0.007226503	0.007983243	0.004038891	0.007119009	0.007119009	0.009039359	0.005520259	0.012045723	0.004798281	0.005882878	0.006386262
SSBP2	na	1.934011482	1.999799647	2.01306512	2.110301364	1.976742037	1.976742037	2.749820127	2.67727433	2.786468242	2.703140574	2.768752351	2.694460863
ATG10	na	0.72289722	0.704135703	0.658826607	0.680470734	0.671542336	0.671542336	0.649516291	0.704380702	0.702671972	0.626346235	0.65586528	0.621166712
ENSSSCG00000033832	na	0.120702156	0.136718205	0.099573348	0.109313657	0.097115616	0.097115616	0.049918733	0.073327099	0.076381735	0.069727108	0.092070797	0.067785318
RPS23	na	0.115392765	0.131650247	0.111047716	0.115320465	0.117746559	0.117746559	0.120619688	0.122210453	0.131268093	0.158916124	0.137986171	0.12655127
ENSSSCG00000014132	na	0.050428077	0.054086521	0.046948422	0.062747654	0.052853366	0.052853366	0.06373178	0.060572662	0.049531905	0.054145716	0.068603956	0.046019514
RF00026.266	na	0	0	0	0.001177035	0	0	0	0	0	0	0	0
VCAN	na	0.878510157	0.894707635	0.956847458	0.88675374	0.931624614	0.931624614	0.9588727	0.847250674	0.896372774	0.973776567	0.897553155	0.908886232
ENSSSCG00000040801	na	0.289605183	0.292799218	0.292962219	0.257940513	0.266862714	0.266862714	0.297488993	0.252350931	0.263949494	0.252025885	0.252304334	0.243278275
RF01233	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038060	na	0	0.001109023	0	0	0	0	0.001433499	0	0	0.001482565	0.000685492	0
HAPLN1	na	0.000977175	0.001672831	0.003114231	0.003806706	0.002009021	0.002009021	0.008003823	0.005700001	0.004795224	0.002902755	0.009316291	0.0038557
RF00001.45	na	0	0	0	0	0	0	0	0	0	0	0	0
EDIL3	na	0.694379344	0.683951678	0.68756478	0.708140354	0.729084683	0.729084683	0.450613544	0.458891203	0.478274918	0.468834135	0.490924025	0.50139491
ENSSSCG00000036836	na	0	0	0	0	0	0	0	0	0	0	0	0
COX7C	na	0.660184074	0.790010023	0.727763423	0.778101327	0.752364021	0.752364021	0.992640243	1.05486765	0.93590812	0.883157856	0.927391788	1.033415576
RF00341	na	0.027416086	0.030686415	0.024563462	0.037809055	0.033464898	0.033464898	0	0	0	0	0	0
RASA1	na	1.373701184	1.423073336	1.378943208	1.38446357	1.434463502	1.434463502	1.158273214	1.113076616	1.141964494	1.22171546	1.167412705	1.165405492
CCNH	na	0.32462924	0.364648694	0.317458562	0.347155661	0.401028752	0.401028752	0.330135249	0.32220642	0.313802512	0.327700181	0.360795544	0.345347616
RF00026.267	na	0.000756629	0	0.000756629	0	0	0	0	0	0	0	0	0
TMEM161B	na	0.794892728	0.792492027	0.696346994	0.791720131	0.790892461	0.790892461	0.874773455	0.834153364	0.684004073	0.767725115	0.856405008	0.820019884
ENSSSCG00000038476	na	0	0.002752261	0.000513068	0	0.00138445	0.00138445	0.003521941	0.001981528	0.001660215	0.002716268	0.001022299	0.001981528
RF00100.48	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000031190	na	0	0	0	0	0	0	0	0	0	0	0	0
ssc-mir-9-2	na	0	0	0	0	0	0	0	0	0	0	0	0
MEF2C	na	2.379819127	2.274307682	2.319652119	2.20974731	2.279919095	2.279919095	2.356841175	2.482042766	2.488798545	2.371570043	2.43174147	2.506786252
ENSSSCG00000035484	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000035571	na	0.394081827	0.353508587	0.385096356	0.360630922	0.362816528	0.362816528	0.436904797	0.41230739	0.465520082	0.502829034	0.482919313	0.486987146
ENSSSCG00000020650	na	0	0	0	0	0	0	0	0	0	0	0	0
CETN3	na	0.278047756	0.289124387	0.275834592	0.25937381	0.301609612	0.301609612	0.290225707	0.329004187	0.285817799	0.284464765	0.266694057	0.268568155
MBLAC2	na	0.068047805	0.07050557	0.069506113	0.072038963	0.082257711	0.082257711	0.034669191	0.030257372	0.027890892	0.047754125	0.040939658	0.031759046
ENSSSCG00000026233	na	0.08119777	0.07447045	0.085004547	0.059988531	0.076287525	0.076287525	0.059725528	0.049452578	0.047971269	0.0546552	0.056831499	0.052115819
LYSMD3	na	0.165412212	0.18764328	0.164003447	0.178019059	0.196418659	0.196418659	0.132187192	0.154647305	0.167639651	0.162187732	0.146216281	0.131362756
ADGRV1	na	0.014237658	0.024713471	0.023079533	0.020965044	0.020951174	0.020951174	0.024402917	0.038589877	0.028078076	0.014730651	0.031973616	0.018185018
ENSSSCG00000023192	na	0.016308663	0.019482514	0.029074776	0.033251527	0.017060033	0.017060033	0.00779064	0.009962808	0.012455235	0.006384275	0.013841365	0.006202213
RF00026.268	na	0	0	0	0	0	0	0	0	0	0	0	0
ARRDC3	na	0.083737017	0.066001987	0.086083685	0.092070396	0.071787312	0.071787312	0.215527953	0.209460362	0.199431621	0.184795055	0.208741187	0.199343593
RF00003.12	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000040462	na	0.010671642	0.009963859	0.019807554	0.024660538	0.011324575	0.011324575	0.039355983	0.019728688	0.040593156	0.032888209	0.030793444	0.0313275
RF00100.49	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036104	na	0.04777128	0.035234685	0.029567084	0.036803387	0.033760943	0.033760943	0.081794056	0.106017429	0.101464675	0.114217788	0.079349914	0.091763073
NR2F1	na	0.014444434	0.008990097	0.002020259	0.010953962	0.002752343	0.002752343	0.002740716	0.002780617	0.006591122	0	0.001413759	0.002682186
FAM172A	na	1.111344023	1.068383289	1.086511186	1.051835994	1.000152851	1.000152851	0.948552088	0.95279731	0.966453834	0.964101528	0.94769219	1.060993407
POU5F2	na	0.002364988	0	0	0.001400002	0.000650085	0.000650085	0	0	0	0	0	0
ENSSSCG00000014161	na	0.614723152	0.602618339	0.612710678	0.567662504	0.561539268	0.561539268	0.380783861	0.43958467	0.399416303	0.330738431	0.367728037	0.379349151
SLF1	na	0.410927752	0.435390065	0.427912777	0.436365306	0.428480489	0.428480489	0.183646417	0.200720001	0.187845203	0.173793376	0.192864629	0.20734418
MCTP1	na	0.034515274	0.037319847	0.025246038	0.03061787	0.029651821	0.029651821	0.019525865	0.014538888	0.018829055	0.020550577	0.02475045	0.010556591
FAM81B	na	0	0.00161665	0.004997083	0	0	0	0.016865527	0.008669883	0.017550013	0.015854473	0.004751511	0.009469037
ENSSSCG00000014165	na	0.329280512	0.366257091	0.353090617	0.316839235	0.321804311	0.321804311	0.266842562	0.272446822	0.277948621	0.22220418	0.249362475	0.263829445
ARSK	na	0.055784224	0.065546191	0.073153025	0.068518804	0.08881671	0.08881671	0.046121735	0.052414647	0.046754403	0.044809349	0.040050524	0.071102133
GPR150	na	0	0	0	0	0	0	0	0	0	0	0	0
RFESD	na	0.012851537	0.019061416	0.014100153	0.015414844	0.017763759	0.017763759	0.009627493	0.00773283	0.008306329	0.013844659	0.016530879	0.014952541
SPATA9	na	0.019441805	0.01671389	0.021725502	0.025669159	0.017250266	0.017250266	0.011240043	0.016110068	0.005891405	0.00541642	0.021080761	0.012059817
RHOBTB3	na	1.31998659	1.270044069	1.344452831	1.404187144	1.327499805	1.327499805	1.06558637	1.066782257	1.055670952	1.069003861	1.137368486	1.156880172
ENSSSCG00000033664	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000039731	na	0.041545823	0.047946412	0.069734494	0.062878182	0.039424587	0.039424587	0.017443803	0.016738631	0.022467679	0.012152177	0.013909261	0.012684876
ELL2	na	0.372539938	0.345191666	0.397063293	0.355995623	0.338088079	0.338088079	0.314086312	0.311828774	0.288804576	0.321981366	0.301820801	0.323636719
PCSK1	na	0.022465379	0.024000289	0.021616805	0.021819713	0.026769724	0.026769724	0.020462379	0.031014791	0.024663934	0.020873002	0.038443071	0.016074519
CAST	na	4.243954111	4.130508346	4.082166631	4.289645044	4.125983948	4.125983948	2.47817377	2.387584807	2.334713128	2.320577929	2.524291595	2.36255989
ERAP1	na	0.084376474	0.100090114	0.10416204	0.081724262	0.106413571	0.106413571	0.026786303	0.032127603	0.022449497	0.022846304	0.036059824	0.030091968
ERAP2	na	0.023291354	0.017257615	0.021180962	0.02917202	0.024624823	0.024624823	0.025050295	0.017343245	0.020688449	0.025712263	0.033508313	0.01806874
LNPEP	na	1.065807903	1.127715896	1.103603307	1.127033034	1.161804035	1.161804035	1.520153333	1.427681012	1.550307306	1.528983832	1.603223568	1.515028205
LIX1	na	0.334165302	0.334355853	0.352787058	0.325193906	0.335932263	0.335932263	0.099534545	0.065270842	0.091253996	0.080827765	0.109907337	0.072868558
ENSSSCG00000036529	na	0.139340698	0.139410981	0.126612755	0.136944549	0.152491099	0.152491099	0.187050225	0.157803629	0.187369332	0.195298436	0.192796454	0.205902753
ENSSSCG00000034091	na	0.00523743	0.005097481	0.001977841	0.005780401	0.001812531	0.001812531	0.001161434	0.001721066	0	0.002168222	0.00583111	0.002017988
ENSSSCG00000035096	na	0.006258765	0.002027708	0.004450028	0.002027708	0.003405687	0.003405687	0.012657494	0.011843379	0.012710583	0.016544663	0.016824581	0.010594826
RGMB	na	0.276648376	0.225729001	0.251944814	0.254154676	0.295901161	0.295901161	0.182023898	0.167167448	0.15765045	0.177391206	0.183115299	0.155462014
CHD1	na	0.595256225	0.613375752	0.64854504	0.627387066	0.667735925	0.667735925	0.661595412	0.739573387	0.658816594	0.651227696	0.635162534	0.678101418
ENSSSCG00000034075	na	0	0	0	0	0	0	0	0	0	0	0	0
FAM174A	na	0.153620764	0.12573955	0.09633619	0.103679222	0.128554562	0.128554562	0.115104016	0.126338338	0.095274536	0.120255825	0.112796762	0.116239381
ST8SIA4	na	0.017868344	0.027594781	0.020212565	0.023117856	0.018852079	0.018852079	0.008239849	0.007931208	0.008897395	0.007581508	0.013375143	0.006594994
ENSSSCG00000033364	na	0	0	0	0	0.001169285	0.001169285	0	0	0	0.00056791	0.00056791	0
SLCO4C1	na	0.026522104	0.019889214	0.02762937	0.027328823	0.029489111	0.029489111	0.027431651	0.025895432	0.029734219	0.043929515	0.025546336	0.016618321
SLCO6A1	na	0.219064276	0.214704806	0.238450811	0.240948215	0.215473072	0.215473072	0.387429448	0.294124758	0.436564998	0.382462936	0.380344365	0.356817692
